titulo;url;materiais;receita;origem
Amigurumi crochet giraffe pattern;https://amigurum.com/2017/09/amigurumi-crochet-giraffe-pattern.html;"Designed by Olga Askarova (Instagram @by_olik_ask)
Photos by Olga Askarova
Translated by Amiguroom Toys
Head
Start with brown yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
R 5: (3 sc, inc) x 6 (30)
R 6: (4 sc, inc) x 6 (36)
R 7-9: 36 sc (36)
Continue with yellow yarn:
R 10: 36 sc (36)
R 11: (5 sc, inc) x 6 (42)
R 12 – 14: 42 sc (42)
R 15: (6 sc, inc) x 6 (48)
R 16 – 18: 48 sc (48)
R 19: (6 sc, dec) x 6 (42)
R 20 – 21: 42 sc (42)
R 22: (5 sc, dec) x 6 (36)
R 23: (4 sc, dec) x 6 (30)
R 24: (3 sc, dec) x 6 (24)
R 25: (2 sc, dec) x 6 (18)
R 26: (1 sc, dec) x 6 (12)
R 27: dec x 6 (6)
Ears (make 2)
With yellow yarn:
R 1: mc with 4 st (4)
R 2: inc x 4 (8)
R 3: (3 sc, inc) x 2 (10)
R 4: (4 sc, inc) x 2 (12)
R 5: (5 sc, inc) x 2 (14)
R 6: (6 sc, inc) x 2 (16)
R 7: (7 sc, inc) x 2 (18)
R 8: 18 sc (18)
R 9: (4 sc, dec) x 3 (15)
R 10: (3 sc, dec) x 3 (12)
R 11: (1 sc, dec) x 4 (8)
Horns (make 2)
Start with brown yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3-4: 12 sc (12)
R 5: (1 sc, dec) x 4 (8)
Continue with yellow yarn:
R 6 – 7: 8 sc (8)
R 8: (dec, 2 sc) x 2 (6)
R 9: 6 sc (6)
Legs (make 2)
With yellow yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3 – 7: 12 sc (12)
Don’t cut the yarn when you’ll finish the second leg.
Continue crocheting the body starting from the second leg.
Spot (make 3)
With brown yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)";"Abbreviations:
R = row
mc = magic circle
ch = chain
sc = single crochet
st = stitch
sl st = slip stitch
inc = 2 sc in the next stitch
dec = join the next 2 stitches into 1
( ) = number of stitches you should have at the end of the round/row
( ) x 6 = repeat whatever is between the brackets the number of times stated
Arms (make 2)
R 1: mc with 6 st (6)
R 2: (1 sc, inc) x 3 (9)
R 3 – 11: 9 sc (9)
Tail
1: 8 ch
2: sl st in 2nd ch from hook and in each ch across (7)
R 1: Crochet 3 ch from the second leg and join it with the first leg, 12 sc on first leg, sc in next 3ch, 12 sc on second leg, sc in next 3ch (opposite side) (30)
R 2: (4 sc, inc) x 6 (36)
R 3 – 4: 36 sc (36)
R 5: (4 sc, dec) x 6 (30)
R 6 – 7: 30 sc (30)
R 8: (8 sc, dec) x 3 (27)
R 9 – 11: 27 sc (27)
R 12: (7 sc, dec) x 3 (24)
R 13 – 14: 24 sc, join arms
R 15: (2 sc, dec) x 6 (18)
R 16 – 26: 18 sc (18)";Amigurum
Amigurumi pattern unicorn keychain/bag charm;https://amigurum.com/2017/09/amigurumi-pattern-unicorn-keychainbag.html;"Designed by Olga Askarova (Instagram @by_olik_ask)
Photos by Olga Askarova
Translated by Amiguroom Toys
Mane
Colour B:
1: 18 ch
2: on 4th ch from hook: DC, ch… and in each ch across (15)
Tail
Colour B:
1: 7 ch
2: in 5th ch from hook: TR, ch, TR, ch, TR; in 6th ch from hook: TR, ch, TR, ch, TR; in 7th ch from hook: TR, ch, TR, ch, TR.
(view video part 2 at 19:40)
Horn
With brown yarn:
R 1: 2 ch, 5 sc on the 2nd ch (5)
2-5: BLO 5 sc (5)";"Abbreviations:
R = row
ch = chain
sc = single crochet
DC = double crochet
TR = treble crochet
st = stitch
sl st = slip stitch
inc = 2 sc in the next stitch
dec = join the next 2 stitches into 1
BLO – back loop only
( ) = number of stitches you should have at the end of the round/row
( ) x 6 = repeat whatever is between the brackets the number of times stated
Head
Colour B:
R 1: 2 ch, 6 sc on the 2nd ch (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
R 5-7: 24 sc (24) – change colour on last st
Colour A:
R 8: 24 sc (24)
R 9: (3 sc, inc) x 6 (30)
R 10: 30 sc (30)
R 11: (4 sc, inc) x 6 (36)
R 12: 36 sc (36)
R 13: (4 sc, dec) x 6 (30)
R 14: 30 sc (30)
R 15: (3 sc, dec) x 6 (24)
R 16: (2sc, dec) x 6 (18)
R 17: (1 sc, dec) x 6 (12)
R 18: dec x 6 (6)
R 19: dec x 3 (3)
Ears (make 2)
Colour A:
R 1: 2 ch, 4 sc on the 2nd ch (4)
R 2: inc x 4 (8)
R 3: (3 sc, inc) x 2 (10)
R 4: (4 sc, inc) x 2 (12)
R 5: 12 sc (12)
R 6: (1 sc, dec) x 4 (8)
R 7: 8 sc (8)
Crochet unicorn pony amigurumi pattern
Arms (make 2)
Colour B:
R 1: 2 ch, 6 sc on the 2nd ch (6)
R 2: inc x 6 (12)
R 3-4: 12 sc (12)
R 5: (1 sc, dec) x 4 (8)
R 6: 8 sc (8) – change colour on last st
Colour A:
R 7-10: 8 sc (8)
R 11: (2 sc, dec) x 2 (6)
R 12: 6 sc (6)
Legs (make 2)
Colour B:
R 1: 2 ch, 6 sc on the 2nd ch (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4-5: 18 sc (18)
R 6: (1 sc, dec) x 6 (12)
R 7: 12 sc (12) – change colour on last st
Colour A:
R 8: 12 sc (12)
R 9: (1 sc, dec) x 4 (8)
R 10-12: 8 sc (8)
Body
Colour A:
R 1: 2 ch, 6 sc on the 2nd ch (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
R 5: (3 sc, inc) x 6 (30)
R 6-9: 30 sc (30)
R 10: (3 sc, dec) x 6 (24)
R 11: 24 sc (24)
R 12: (2 sc, dec) x 6 (18)
R 13: 18 sc (18)
R 14: (1 sc, dec) x 6 (12)
R 15-16: 12 sc, join arms";Amigurum
Baby elephants Tom and Mia;https://amigurum.com/2017/09/baby-elephants-tom-and-mia.html;;"Meet the baby elephants! Tom and Mia the baby elephants free amigurumi pattern by Diana Patskun. Step by step instructions in PDF format.
Instagram @dianapatskun
Photo by Diana Patskun
Find Diana Patskun on Etsy: SweetPatternsLab";Amigurum
Crochet dog amigurumi pattern;https://amigurum.com/2017/09/crochet-dog-amigurumi-pattern.html;"Designed by Liudmila Pershina (vk.com/pixtas_handmade)
Photos by Liudmila Pershina
Translated by Amiguroom Toys
Materials:
Yarn: Alize Happy Baby (330 m / 100 g)
Hook: 2,5 mm
10 mm safety eyes
Leg (make 2)
Start with black yarn:
R 1: mc with 6 st = 6
R 2: (inc) x 6 = 12
R 3: (1 sc, inc)*6 =18
R 4: (2 sc, inc)*6 = 24
R 5: (3 sc, inc)*6 = 30
R 6-8: 30 sc (3 rows)
R 9: 9 sc, dec*6 , 9 sc = 24
R 10: 8 sc, dec*4, 8sc = 20
R 11: 8 sc, dec*2, 8 sc =18
With white yarn:
R 12-30: 18 sc (19 rows)
Arms (make 2)
Start with black yarn:
R 1: mc with 6 st = 6
R 2: (inc) x 6 = 12
R 3: (1 sc, inc)*6 =18
R 4: 18 sc
R 5: 7 sc, (TR in one st)*3, 10 sc = 21
R 6: 7 sc, dec3*3, 10 sc = 18
R 7: 18 sc
R 8: (4 sc, dec)*3 = 15
R 9: (3 sc, dec)*3 = 12
With white yarn:
R 10-32: 12 sc (23 rows)
Stuff with fiberfill.
Fold the arm flat. Working through both layers of the arm, sc across the end 6. This closes the arm.
F.o. leaving a tail for sewing.
Tail
With white yarn:
R 1: mc with 6 st = 6
R 2-4: 6 sc (3 rows)
R 5: (1 sc, inc)*3 = 9
R 6-17: 9 sc (11 rows)
Fold the tail flat. Working through both layers of the arm, sc across the end . This closes the tail.
F.o. leaving a tail for sewing.";"Abbreviations:
R – row
ch – chain
mc – magic circle
sc – single crochet
TR – treble crochet
st – stitch
inc – 2 sc in the next stitch
dec – single crochet 2 stitches together decrease
dec3 – single crochet 3 stitches together decrease
= 12 number of stitches you should have at the end of the round/row
( ) * 6 – repeat whatever is between the brackets the number of times stated
Head
R 1: mc with 6 st = 6
R 2: (inc) x 6 = 12
R 3: (1 sc, inc)*6 =18
R 4: (2 sc, inc)*6 = 24
R 5: (3 sc, inc)*6 = 30
R 6: (4 sc, inc)*6 = 36
R 7. (5 sc, inc)*6 = 42
R 8. (6 sc, inc)*6 = 48
R 9. (7 sc, inc)*6 = 54
R 10. (8 sc, inc)*6 = 60
R 11. (9 sc, inc)*6 = 66
R 12-21. 66 sc (10 rows)
R 22. (9 sc, dec)*6 = 60
R 23. (8 sc, dec)*6 = 54
R 24. (7 sc, dec)*6 = 48
R 25. (6 sc, dec)*6 = 42
R 26. (5 sc, dec)*6 = 36
R 27. (4 sc, dec)*6 = 30
R 28. (3 sc, dec)*6 = 24
F.o., cut the yarn.
Legs+body
Don’t fasten off after finishing the second leg. Stuff legs with fiberfill and continue crocheting the body starting from the second leg.
Crochet 3 ch from the second leg and join it with the first one with sl st.
R 1: sc in next 18 st of the first leg, sc in next 3 ch, sc in next 18 st of the second leg, sc in next 3 ch (opposite side) =42
R 2: 14 sc, (1 sc, inc)*6, 16 sc = 48
R 3-14: 48 sc (12 rows)
R 15: (14 sc, dec)*3 = 45
R 16-17: 45 sc
R 18: (13 sc, dec)*3 = 42
R 19-20: 42 sc
R 21: (12 sc, dec)*3 = 39
R 22-23: 39 sc
R 24: (11 sc, dec)*3 = 36
R 25-26: 36 sc
R 27: (10 sc, dec)*3 = 33
R 28-29: 33 sc
R 30: (9 sc, dec)*3 = 30
R 31-32: 30 sc
R 33: (8 sc, dec)*3 = 27
R 34-35: 27 sc
R 36: (7 sc, dec)*3 = 24
R 37-38: 24 sc
F.o., leaving a tail for sewing.
Muzzle
R 1: mc with 6 st = 6
R 2: (inc) x 6 = 12
R 3: (1 sc, inc)*6 =18
R 4: (2 sc, inc)*6 = 24
R 5: (3 sc, inc)*6 = 30
R 6: (9 sc, inc)*3 = 33
R 7-13: 33 sc (7 rows)
F.o. leaving a tail for sewing. Stuff with fiberfill.
Ears (make 2)
R 1: mc with 6 st = 6
R 2: (inc) x 6 = 12
R 3: (1 sc, inc)*6 =18
R 4: 8 sc, inc*2, 8 sc = 20
R 5: 9 sc, inc*2, 9 sc = 22
R 6: 10 sc, inc*2, 10 sc = 24
R 7: 11 sc, inc*2, 11 sc = 26
R 8: 12 sc, inc*2, 12 sc = 28
R 9: 13 sc, inc*2, 13 sc = 30
R 10-13: 30 sc (4 ряда)
R 14: 13 sc, dec*2, 13 sc = 28
R 15: 12 sc, dec*2, 12 sc = 26
R 16: 11 sc, dec*2, 11 sc = 24
R 17: 10 sc, dec*2, 10 sc = 22
R 18: 9 sc, dec*2, 9 sc = 20
R 19: 8 sc, dec*2, 8 sc = 18
R 20: 7 sc, dec*2, 7 sc = 16
R 21: 16 sc
Fold the ear flat. Working through both layers of the ear, sc across the end 8. This closes the ear.
F.o. leaving a tail for sewing.
Assembly
1. Sew head to the body.
2. Sew muzzle to the head between Rnd 18 and Rnd 26. Put some stuffing inside the muzzle before you finish.
3. Make eyes indents at the level of Rnd 16-17, at the distance of 7 stitches from each other.
4. Sew ears to the head on Rnd 10.
5  Sew arms to the body of Rnd 4 from head.
6. Sew tail to the body on the back of body between Rnd 7 and Rnd 8.";Amigurum
Plush bunnies amigurumi patterns;https://amigurum.com/2017/09/plush-bunnies-amigurumi-patterns.html;"Materials:
Yarn: YarnArt Dolce or YarnArt Dolphin
Hook: 4 mm
Eyes (make 2)
Use cotton yarn.
With black yarn:
R 1: mc with 6 st (6) – change colour on last st
With white yarn:
R 2: inc x 3, sl st.
You can use safety eyes or embroidered eyes.
Muzzle
With white yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
F.o. leaving a tail for sewing.
Embroider a nose with black floss. Sew the muzzle onto the head.
You can don’t crochet the muzzle.
Belly
With white yarn:
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
R 5: (3 sc, inc) x 6 (30)
F.o. leaving a tail for sewing.
You can don’t crochet the belly (view bunny photos).";"Abbreviations:
R = row
mc = magic circle
ch = chain
sc = single crochet
st = stitch
sl st = slip stitch
inc = 2 sc in the next stitch
dec = single crochet 2 stitches together
F.o. = finish off
( ) = number of stitches you should have at the end of the round/row
( ) x 6 = repeat whatever is between the brackets the number of times stated
Legs, body and head (one item):
Legs (make 2)
R 1: mc with 6 st (6)
R 2: (inc) x 6 (12)
R 3-6: 12 sc (12)
F.o. and cut the yarn on the first leg.
Don’t cut the yarn on the second leg!
From second leg: 4 ch, join the first leg
Continue crocheting in the round:
R 7: 12 sc on the first leg, sc in 4 ch, 12 sc on the second leg, sc in 4 ch (opposite side) (32)
R 8: 12 sc, inc, 2 sc, inc, 12 sc, inc, 2 sc, inc (36)
R 9-14: 36 sc (36)
R 15: (4 sc, dec) x 6 (30). Begin to stuff
R 16-17: 30 sc (30)
R 18: (3 sc, dec) x 6 (24)
R 19: 24 sc (24)
R 20: (2 sc, dec) x 6 (24)
R 21: (1 sc, dec) x 6 (12)
R 22: 12 sc (12)
R 23: inc x 12 (24)
R 24: (3 sc, inc) x 6 (30)
R 25: (4 sc, inc) x 6 (36)
R 26-30: 36 sc (36)
R 31: (4 sc, dec) x 6 (30)
R 32: (3 sc, dec) x 6 (24)
R 33: (2 sc, dec) x 6 (18)
R 34: (1 sc, dec) x 6 (12)
R 35: dec x 6 (6)
Important: stuff the neck firmly!!!
Arms (make 2)
R 1: mc with 6 st (6)
R 2: (1 sc, inc) x 3 (9)
R 3-4: 9 sc (9). Stuff gently
R 5: dec, 7 sc (8)
R 6: dec, 6 sc (7)
R 7-11: 7 sc (7)
F.o. leaving a tail for sewing.
Ears (pink bunny) make 2
R 1: mc with 5 st (5)
R 2: inc x 5 (10)
R 3: (1 sc, inc) x 5 (15)
R 4: (2 sc, inc) x 5 (20)
R 5-9: 20 sc (20)
R 10: (2 sc, dec) x 5 (15)
Fold top of ear flat and sc through both sides across.
Than fold top one time more and join first and last st together with sl st.
F.o. leaving a tail for sewing.
Ears (mint bunny) make 2
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4-12: 18 sc (18)
R 13: (4 sc, dec) x 3 (15)
R 14: (3 sc, dec) x 3 (12)
R 15: (2 sc, dec) x 3 (9)
R 16-18: 9 sc (9)
Fold top of ear flat and sc through both sides across.
F.o. leaving a tail for sewing.
Ears (peach bunny) make 2
R 1: mc with 6 st (6)
R 2: (1 sc, inc) x 3 (9)
R 3: 9 sc (9)
R 4: (2 sc, inc) x 3 (12)
R 5: (3 sc, inc) x 3 (15)
R 6-10: 15 sc (15)
Fold top of ear flat and sc through both sides across.
Than fold top one time more and join first and last st together with sl st.
Sew the ears onto the head close one to another.
Tail
R 1: mc with 6 st (6)
R 2: (1 sc, inc) x 3 (9)
Pull up stitches last row with needle. Sew the tail onto the body.";Amigurum
Reindeer amigurumi pattern;https://amigurum.com/2017/09/reindeer-amigurumi-pattern.html;;"Little Christmas reindeer! Do you want a forest fairytale at home? Then this free amigurumi pattern is for you!
Designed by Olga Askarova (Instagram @by_olik_ask)
Photos by Olga Askarova
Translated by Amiguroom Toys
Abbreviations:
R = row
mc = magic circle
ch = chain
sc = single crochet
st = stitch
sl st = slip stitch
inc = 2 sc in the next stitch
dec = single crochet 2 stitches together decrease
F.o. = finish off
( ) = number of stitches you should have at the end of the round/row
( ) x 6 = repeat whatever is between the brackets the number of times stated
Arms (make 2)
R 1: mc with 5 st (5)
R 2: inc x 5 (10)
R 3-6: 10 sc
R 7: (1 sc, dec)*3, 1 sc (7)
R 8-11: 7 sc
Legs (make 2)
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3-7: 12 sc
Don’t cut the yarn when you’ll finish the second leg.
Then join the legs together, we start crocheting the body:
R 1: 12 sc on first leg, 12 sc on second leg (24)
R 2-9: 24 sc
R 10: (2 sc, dec)*6 (18)
R 11: 18 sc
R 12-13: 18 sc, join arms, distance of 6 stitches from each other (18)
R 14: 18 sc
Cut the yarn, stuff with fiberfill.
Horns – part 1 (make 2)
R 1: mc with 6 st (6)
R 2-8: 6 sc
Horns – part 2 (make 2)
R 1: mc with 6 st (6)
R 2-4: 6 sc
Sew two parts together.
Ears (make 2)
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3 – 6: 12 sc
F.o., leaving a tail for sewing.
Muzzle
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc)*6 (18)
R 4: 18sc
F.o., leaving a tail for sewing.
Head
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc)*6 (18)
R 4: (2 sc, inc)*6 (24)
R 5: (3 sc, inc)*6 (30)
R 6: (4 sc, inc)*6 (36)
R 7: (5 sc. inc)*6 (42)
R 8-13: 42 sc
R 14: (5 sc, dec)*6 (36)
R 15: (4 sc, dec)*6 (30)
R 16: (3 sc, dec)*6 (24)
R 17: (2 sc, dec)*6 (18)
R 18: 18 sc
F.o., leaving a tail for sewing.";Amigurum
Christmas reindeers amigurumi pattern;https://amigurum.com/2017/10/christmas-reindeers-amigurumi-pattern.html;"With red yarn:
R 1: mc with 6 st (6)
R 2: 6 sc
Ears (make 2)
! Starting each row with a ch 1 and 1 sl st at the end of row
With white yarn:
R 1: mc with 4 st (4)
R 2: inc x 4 (8)
R 3: 8 sc
With brown yarn:
R 4-10: 8 sc
R 11: only 4 sc, sl st
Horns – part 1 (make 2)
Starting each row with a ch 1 and 1 sl st at the end of row";"Christmas reindeers amigurumi pattern. Free pattern is from Japanese handcraft book.
Translated by Amiguroom Toys
Abbreviations:
R = row
mc = magic circle
ch = chain
sc = single crochet
inc = 2 sc in the next stitch
dec = single crochet 2 stitches together
F.o. = finish off
( ) = number of stitches you should have at the end of the round/row
( )* 6 = repeat whatever is between the brackets the number of times stated
Head
! Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: (2 sc, inc) x 6 (24)
R 5: (3 sc, inc) х 6 (30)
R 6-9: 30 sc
R 10: (3 sc, dec) x 6 (24)
R 11: (2 sc, dec) x 6 (18)
R 12-15: 18 sc
Muzzle
! Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) x 6 (18)
R 4: 18 sc
R 5: (2 sc, inc) x 6 (24)
R 6-10: 24 sc
Nose
! Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3:12 sc
Body
! Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 6 st (6)
R 2: inc x 6 (12)
R 3: (1 sc, inc) х 6 (18)
R 4: (2 sc, inc) х 6 (24)
R 5-16: 24 sc
R 17: (2 sc, dec) х 6 (18)
R 18: (1 sc, dec) х 6 (12)
R 19: dec х 6 (6)
Tail
Working in a spiral
R 1: mc with 5 st (5)
R 2-4: 5 sc
R 5: 5 sc, sl st
Legs (make 4)
Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 5 st (5)
R 2-8: 5 sc
Horns – little part 2 (make 2)
Starting each row with a ch 1 and 1 sl st at the end of row
R 1: mc with 5 st (5)
R 2-3: 5 sc
R 4: only 3 sc, sl st";Amigurum
Crochet dog amigurumi pattern;https://amigurum.com/2017/10/crochet-dog-amigurumi.html;"Ears (make 2)
With brown yarn:
1: mc with 6 st (6)
2: inc x 6 (12)
3: (3 sc, inc) x 3 (15)
4-5: 15 sc
6: (3 sc, dec) x 3 (12)
7-8: 12 sc (12)
9: (2 sc, dec) x 3 (9)
10: 9 sc
11: 1 sc, 4 dec (5)
Spot near eye area
1: mc with 6 st (6)
2: (1 sc, inc) x 3 (9)
Spot at the back
1: mc with 6 st (6)
2: inc x 6 (12)
3: (1 sc, inc) x 6 (18)";"Crochet toy little dog. Free amigurumi pattern by Evgeniia Kokina.
Designed by Evgeniia Kokina (vk.com/club107556188)
Photo by Evgeniia Kokina
Translated by Amiguroom Toys
Abbreviations:
mc = magic circle
ch = chain
sc = single crochet
inc = 2 sc in the next stitch
dec = single crochet 2 stitches together
F.o. = finish off
( ) = number of stitches you should have at the end of the round/row
( )* 6 = repeat whatever is between the brackets the number of times stated
Head
1: mc with 6 st (6)
2: inc x 6 (12)
3: (1 sc, inc) x 6 (18)
4: (2 sc, inc) x 6 (24)
5-8: 24 sc (24)
9: (6 sc, dec) x 3 (21)
10: 21 sc (21)
11: (5 sc, dec) x 3 (18)
12-14: 18 sc (18)
15: (1 sc, dec) x 6 (12)
Stuff the head.
16: dec x 6 (6)
F.o., leaving a tail for sewing.
Body
1: mc with 6 st (6)
2: inc x 6 (12)
3: (1 sc, inc) x 6 (18)
4: (2 sc, inc) x 6 (24)
5-9: 24 sc (24)
10: (6 sc, dec) x 3 (21)
11: (5 sc, dec) x 3 (18)
12-15: 18 sc (18)
16: (1 sc, dec) x 6 (12)
Stuff the body.
17: dec x 6 (6)
F.o., cut the yarn.
Arms (make 2)
1: mc with 5 st (5)
2: inc x 5 (10)
3-5: 10 sc
6: only 5 sc
F.o., cut the yarn.
Legs (make 2)
1: mc with 5 st (5)
2: inc x 5 (10)
3-4: 10 sc
5: only 5 sc
F.o., cut the yarn.
Tail
1: 12 ch
2: sc in 2nd ch from hook and in each ch across.";Amigurum
Crochet doll Rose amigurumi tutorial;https://amigurum.com/2017/10/crochet-doll-rose-amigurumi.html;"Designed by Maria Kostyuchenko (vk.com/ruchkikruchki)
Photos by Maria Kostyuchenko
Translated by Amiguroom Toys
Yarn:
for body and head – Yarn-Art Jeans  light beige №07 and white №01
for rose – Vita-cotton Сharm №41824
for hair – Lotos travka srehjch kamteks or Alize baby Softy
Hook: №2
Head
With light beige yarn:
R 1: 6sc in mc (6)
R 2: 6 inc (12)
R 3: (1sc, 1 inc)*6 (18)
R 4: (2sc, 1 inc)*6 (24)
R 5: (3sc, 1 inc)*6 (30)
R 6: (4sc, 1 inc)*6 (36)
R 7: (5sc, 1 inc)*6 (42)
R 8:. (6sc, 1 inc)*6 (48)
R 9 – 17: 48sc
R 18: (6sc, 1 dec)*6 (42)
R 19: (5sc, 1 dec)*6 (36)
R 20: (4sc, 1 dec)*6 (30)
R 21: (3sc, 1 dec)*6 (24)
R 22: (2sc, 1 dec)*6 (18)
R 23: (1sc, 1 dec)*6 (12)
R 24: 6 dec (6)
Legs (make 2)
With light beige yarn:
R 1: 5sc in mc (5)
R 2: 5 inc (10)
R 3 – 12: 10sc
Continue with white yarn: make 5 ch and join the first leg.
Start making body:
R 13: Make 10 sc on the first leg, 5sc on the chain, 10 sc on the second leg, 5sc on the chain (30)
R 14: 30sc
R 15: (4sc, 1 inc)*6 (36)
R 16 – 17: 36sc
R 18: BLO 36sc ( we will make skirt at this row)
R 19: (4sc, 1 dec)*6 (30)
R 20 – 21: 30sc
R 22: (3sc, 1 dec)*6 (24)
R 23 – 24: 24sc
R 25: (2sc, 1 dec)*6 (18)
R 26 – 27: 18sc
With light beige yarn:
R 28: BLO 18sc
R 29: 18sc
Arms (make 2)
With light beige yarn:
R 1: 6sc in mc (6)
R 2 – 12: 6sc
R 13: 3 dec (3)
Rose
Make 38 ch
3 DC  in the 3rd ch from the hook, 2 sl st, (5 DC in one st, 2 sl st) – repeat between brackets to the end of the row.
Sew the rose.
Leaf
With green yarn:
Skirt
Tulle: 8×50 cm
Hair
Cut the yarn into pieces 18 cm long. Start to make hair from the 4th row. 
Neck
Use a cotton bud to make the neck stronger.";"Abbreviations:
R = row
mc = magic circle
ch = chain
sc = single crochet
st = stitch
sl st = slip stitch
inc = 2 sc in the next stitch
dec = single crochet 2 stitches together
DC = double crochet
BLO = back loop only
( ) = number of stitches you should have at the end of the round/row
( )* 6 = repeat whatever is between the brackets the number of times stated
Size: 15 cm";Amigurum
